,Unnamed: 0,placekey,safegraph_place_id,parent_placekey,parent_safegraph_place_id,location_name,safegraph_brand_ids,brands,top_category,sub_category,naics_code,latitude,longitude,street_address,city,region,postal_code,iso_country_code,phone_number,open_hours,category_tags,opened_on,closed_on,tracking_opened_since,tracking_closed_since
2542188,440513,227-222@63s-wgz-dgk,sg:ad987f290e8441caa2eb4c4dd59e3e75,225-222@63s-wgz-dgk,sg:67747762a5c14c0abca84fc2ce2aa5ac,Valley Dental Associates,,,Offices of Dentists,Offices of Dentists,621210.0,39.683059,-77.721182,13424 Pennsylvania Ave Ste 301,Fountainhead-Orchard Hills,MD,21742,US,13017333414.0,"{ ""Mon"": [[""8:00"", ""17:00""]], ""Tue"": [[""8:00"", ""18:00""]], ""Wed"": [[""8:00"", ""17:00""]], ""Thu"": [[""8:00"", ""18:00""]], ""Fri"": [[""8:00"", ""13:00""]], ""Sat"": [], ""Sun"": [] }",,,,,2019-07
2546600,444929,224-223@63s-wh5-mrk,sg:c96a613bd7c144bab70b178c5fe6f8e1,,,United Auto Service Center,,,Automobile Dealers,Used Car Dealers,441120.0,39.65607,-77.717881,890 Pennsylvania Ave,Hagerstown,MD,21742,US,13017976035.0,,,,,,2019-07
2549212,447546,227-222@63s-whq-rhq,sg:70f6b194ecd4420db883c357fc8636db,,,Easter Seals Adult Day Services,,,Individual and Family Services,Services for the Elderly and Persons with Disabilities,624120.0,39.637606,-77.720115,101 E Baltimore St,Hagerstown,MD,21740,US,13018007691.0,"{ ""Mon"": [[""7:00"", ""18:00""]], ""Tue"": [[""7:00"", ""18:00""]], ""Wed"": [[""7:00"", ""18:00""]], ""Thu"": [[""7:00"", ""18:00""]], ""Fri"": [[""7:00"", ""18:00""]], ""Sat"": [], ""Sun"": [] }",,,,,2019-07
2552252,450589,222-222@63s-ws4-2kz,sg:309f0a6c9da14792a4a1a887bd6443b1,,,El Ranchero Mexican Restaurant,,,Restaurants and Other Eating Places,Full-Service Restaurants,722511.0,39.632791,-77.75793900000001,1481 Wesel Blvd,Hagerstown,MD,21740,US,12404202842.0,"{ ""Mon"": [[""11:00"", ""22:00""]], ""Tue"": [[""11:00"", ""22:00""]], ""Wed"": [[""11:00"", ""22:00""]], ""Thu"": [[""11:00"", ""22:00""]], ""Fri"": [[""11:00"", ""22:30""]], ""Sat"": [[""11:00"", ""22:30""]], ""Sun"": [[""11:00"", ""21:00""]] }",Mexican Food,,,,2019-07
2552312,450649,22n-222@63s-whh-7nq,sg:349f605121244ff496b0b67467f3421f,,,Cumberland Valley Baptist Church,,,Religious Organizations,Religious Organizations,813110.0,39.624331,-77.725373,919 Corbett St,Hagerstown,MD,21740,US,,,,,,,2019-07
2553587,451924,223-222@63s-wsb-2ff,sg:80e7f07499c345b29b5c565cf89e5301,zzw-222@63s-wsb-2x5,sg:ae5822ff1bd34709aa5533f59c6bf57a,Uno Chicago Grill,SG_BRAND_152775c09797418faaafa9b8a39bd84d,Uno Chicago Grill,Restaurants and Other Eating Places,Full-Service Restaurants,722511.0,39.654292,-77.752649,17734 Garland Groh Blvd,Hagerstown,MD,21740,US,,,"Drinks,Pizza,Lunch,American Food,Casual Dining,Bar or Pub,Catering,Dinner",,,2021-01,2021-01
2560296,458640,222-222@63s-whf-b8v,sg:2979c3f284b54c7e9c52875040efc7f4,,,Days Inn,SG_BRAND_f0f5c15118ea292fadac17e2fc7d4ead,Days Inn,Traveler Accommodation,Hotels (except Casino Hotels) and Motels,721110.0,39.630424,-77.701629,1101 Dual Hwy,Hagerstown,MD,21740,US,13016788097.0,"{ ""Mon"": [[""0:00"", ""24:00""]], ""Tue"": [[""0:00"", ""24:00""]], ""Wed"": [[""0:00"", ""24:00""]], ""Thu"": [[""0:00"", ""24:00""]], ""Fri"": [[""0:00"", ""24:00""]], ""Sat"": [[""0:00"", ""24:00""]], ""Sun"": [[""0:00"", ""24:00""]] }",,,,,2019-07
2560345,458689,222-222@63s-w38-4qf,sg:2cd3aa0e4d5c452bb38cea8277439d82,,,Arby's,SG_BRAND_f004042e34f9a89a218a216365ccd2c4,Arby's,Restaurants and Other Eating Places,Limited-Service Restaurants,722513.0,39.596402000000005,-77.730678,10306 Arnetts Dr,Hagerstown,MD,21740,US,12405137058.0,,"Counter Service,Lunch,Fast Food,Drive Through,Breakfast,Dinner,Burgers",2019-11,,2019-09,2019-07
2563044,461390,222-222@63s-whq-6c5,sg:d8fb9b7fe1914e968936f6b3a446ec0d,,,Walgreens,SG_BRAND_63ea689e38887d2a25b1f57a6f86748f,Walgreens,Health and Personal Care Stores,Pharmacies and Drug Stores,446110.0,39.637709,-77.713465,324 E Antietam St,Hagerstown,MD,21740,US,13017664167.0,,,,,2020-08,2019-07
2564343,462690,222-222@63s-wh5-jjv,sg:2deed6b034ee4f06b0700eac7b9de046,,,Rita's Italian Ice,SG_BRAND_0c60bb005d8d68ca62b8eee9658b0a23,Rita's Italian Ice,Restaurants and Other Eating Places,Limited-Service Restaurants,722513.0,39.66431,-77.719268,1313 Pennsylvania Ave,Hagerstown,MD,21742,US,12405138013.0,"{ ""Mon"": [[""12:00"", ""21:00""]], ""Tue"": [[""12:00"", ""21:00""]], ""Wed"": [[""12:00"", ""21:00""]], ""Thu"": [[""12:00"", ""21:00""]], ""Fri"": [[""12:00"", ""21:00""]], ""Sat"": [[""12:00"", ""21:00""]], ""Sun"": [[""12:00"", ""21:00""]] }","Snacks,Counter Service,Ice Cream Shop,Gelato Shop,Dessert",,,,2019-07
2565307,463656,zzw-222@63s-ws9-ch5,sg:6b4d6e2bd5004c7893db279ca97416c1,,,Progressive Radiology,,,Offices of Physicians,Offices of Physicians (except Mental Health Specialists),621111.0,39.649438,-77.75148399999999,17 Western Maryland Pkwy Ste 101,Hagerstown,MD,21740,US,13017331477.0,"{ ""Mon"": [[""7:00"", ""19:00""]], ""Tue"": [[""7:00"", ""19:00""]], ""Wed"": [[""7:00"", ""19:00""]], ""Thu"": [[""7:00"", ""19:00""]], ""Fri"": [[""7:00"", ""19:00""]], ""Sat"": [], ""Sun"": [] }",,,2020-01,,2019-07
2566955,465306,zzw-22c@63s-ws8-fpv,sg:d9076ad6ea3246e0865c8055284d87df,22d-22j@63s-ws5-45f,sg:8d25d3093e2647e4b11e3ce3a8b85844,Sleep Number,SG_BRAND_27485c230d0d715dd88b11a7e0e1a426,Sleep Number,Furniture Stores,Furniture Stores,442110.0,39.624785,-77.770581,17318 Valley Mall Rd,Halfway,MD,21740,US,13015826278.0,"{ ""Mon"": [[""10:00"", ""21:00""]], ""Tue"": [[""10:00"", ""21:00""]], ""Wed"": [[""10:00"", ""21:00""]], ""Thu"": [[""10:00"", ""21:00""]], ""Fri"": [[""10:00"", ""21:00""]], ""Sat"": [[""10:00"", ""21:00""]], ""Sun"": [[""11:00"", ""18:00""]] }",,,,2020-03,2019-07
2567066,465417,22g-222@63s-whj-8sq,sg:dfe0e93da0534bab83c331ad8d84667c,,,J & M Grill,,,Restaurants and Other Eating Places,Full-Service Restaurants,722511.0,39.62691,-77.72658299999999,816 S Potomac St,Hagerstown,MD,21740,US,13017974173.0,,American Food,,2020-01,,2019-07
2569543,467900,222-222@63s-ws5-2tv,sg:7ad3aa64ec7244b2b5c66585837a4336,,,Dollar Tree,SG_BRAND_6b1e006c89aa3f8b054a05fa90581501,Dollar Tree,"General Merchandise Stores, including Warehouse Clubs and Supercenters",All Other General Merchandise Stores,452319.0,39.62542,-77.764834,11305 Massey Blvd,Halfway,MD,21740,US,12403826158.0,"{ ""Mon"": [[""8:00"", ""21:00""]], ""Tue"": [[""8:00"", ""21:00""]], ""Wed"": [[""8:00"", ""21:00""]], ""Thu"": [[""8:00"", ""21:00""]], ""Fri"": [[""8:00"", ""21:00""]], ""Sat"": [[""8:00"", ""21:00""]], ""Sun"": [] }",,,,,
2570876,469233,222-222@63s-whq-kj9,sg:d549aa8a7d2f4e6bb2131ccf1539e4e4,,,Bridge to Holistic Healing,,,Offices of Other Health Practitioners,Offices of Mental Health Practitioners (except Physicians),621330.0,39.646864,-77.722289,223 N Prospect St,Hagerstown,MD,21740,US,12407676966.0,,,,,,2019-07
2573050,471409,222-222@63s-w38-k4v,sg:5c79fbf677a84279934b3dc1c049aec7,zzw-223@63s-w38-mc5,sg:7ffbc1f244234090bd748db4d166570e,LongHorn Steakhouse,SG_BRAND_50141adbd06ef88fa67f6227406d6b83,LongHorn Steakhouse,Restaurants and Other Eating Places,Full-Service Restaurants,722511.0,39.609297,-77.73075,1000 Premium Outlets Blvd,Hagerstown,MD,21740,US,13013938119.0,"{ ""Mon"": [[""11:00"", ""22:00""]], ""Tue"": [[""11:00"", ""22:00""]], ""Wed"": [[""11:00"", ""22:00""]], ""Thu"": [[""11:00"", ""22:00""]], ""Fri"": [[""11:00"", ""23:00""]], ""Sat"": [[""11:00"", ""23:00""]], ""Sun"": [[""11:00"", ""22:00""]] }","Lunch,Steak House,American Food,Casual Dining,Dinner",,,2019-12,2019-07
2577831,476196,zzw-222@63s-ws8-m8v,sg:883c8d1f13bd40ea8222952f3a4a419b,226-222@63s-ws8-bzf,sg:d1ab6df576ef46c0bf30bc9d70167c21,Christmas Tree Shops,SG_BRAND_e2ed21c3015b3571f677c10f987a7ccb,Christmas Tree Shops,"General Merchandise Stores, including Warehouse Clubs and Supercenters",All Other General Merchandise Stores,452319.0,39.619886,-77.770262,17151 Cole Rd,Halfway,MD,21740,US,13015820018.0,,,,,2020-11,2020-11
2580678,479047,zzw-222@63s-wh4-w8v,sg:38de5741dc7e4d6994d7901b0bd1fbb0,,,Rhonda's Right On Point Hair Design,,,Personal Care Services,Beauty Salons,812112.0,39.648133,-77.725494,417 Salem Ave,Hagerstown,MD,21740,US,12406259077.0,,,,2020-01,,2019-07
2581018,479387,zzz-222@63s-wsc-d35,sg:4f2533d1d50f41d1863032083a7fb26f,,,Ridge Avenue Playground,,,Other Amusement and Recreation Industries,All Other Amusement and Recreation Industries,713990.0,39.642069,-77.735477,Ridge Ave,Hagerstown,MD,21740,US,,,,,,,2019-07
2586162,484537,222-222@63s-w29-dvz,sg:968254aa487e42b0a023475b24aca6a6,,,Gloryfire Ministries Inc,,,Religious Organizations,Religious Organizations,813110.0,39.572198,-77.71204,9400 Musket Ct,Hagerstown,MD,21740,US,,,,,,,2019-07
2587038,485413,zzw-222@63s-wh9-cbk,sg:d0f13bf4fe214d0193f857db59bef535,,,BP,SG_BRAND_5cfdb867e96374c7883b31d6928cc4cb,BP,Gasoline Stations,Gasoline Stations with Convenience Stores,447110.0,39.688555,-77.731835,18404 Maugans Ave,Fountainhead-Orchard Hills,MD,21742,US,,"{ ""Mon"": [[""6:00"", ""22:00""]], ""Tue"": [[""6:00"", ""22:00""]], ""Wed"": [[""6:00"", ""22:00""]], ""Thu"": [[""6:00"", ""22:00""]], ""Fri"": [[""6:00"", ""22:00""]], ""Sat"": [[""6:00"", ""22:00""]], ""Sun"": [[""6:00"", ""22:00""]] }",,,,,2019-07
2589913,488290,zzw-222@63s-ws6-fxq,sg:8834b7208abc4c5490c5fd6e6d371de6,,,Emergency Vehicle Specialist,,,Automotive Repair and Maintenance,General Automotive Repair,811111.0,39.636669,-77.810462,16121 Business Pkwy,Wilson-Conococheague,MD,21740,US,13017397973.0,,,,,,2019-07
2590425,488802,zzy-22b@63s-ws5-45f,sg:ab982d6b19bc373db843b39f5047b7af,22d-22j@63s-ws5-45f,sg:8d25d3093e2647e4b11e3ce3a8b85844,Reeds Jewelers,SG_BRAND_dd1e82c38674d0a23acc338bbc4c2b83,Reeds Jewelers,"Jewelry, Luggage, and Leather Goods Stores",Jewelry Stores,448310.0,39.624709,-77.769681,Md,Halfway,MD,21740,US,13015820570.0,,,,,2021-01,2021-01
2590736,489115,222-222@63s-wgc-6kz,sg:c08d15db5e9b4e0c967d6255eff7958f,,,Leitersburg Liberty,,,Gasoline Stations,Gasoline Stations with Convenience Stores,447110.0,39.692084,-77.6255,21322 Leitersburg Pike,Leitersburg,MD,21742,US,13017391127.0,,,,,,2019-07
2591337,489717,zzw-229@63s-ws8-fpv,sg:e7bad8657785450ea9c7bb1ce927da90,,,Sprint,SG_BRAND_1d08fdad0400ce91f60e43105b4df9c1,Sprint,Wired and Wireless Telecommunications Carriers,Wireless Telecommunications Carriers (except Satellite),517312.0,39.624679,-77.77107600000001,17301 Valley Mall Rd Spc NK03,Halfway,MD,21740,US,13019852674.0,"{ ""Mon"": [[""10:00"", ""21:00""]], ""Tue"": [[""10:00"", ""21:00""]], ""Wed"": [[""10:00"", ""21:00""]], ""Thu"": [[""10:00"", ""21:00""]], ""Fri"": [[""10:00"", ""21:00""]], ""Sat"": [[""10:00"", ""21:00""]], ""Sun"": [[""11:00"", ""18:00""]] }",,,2020-08,,2019-07
2598675,497056,zzw-223@63s-wh5-3yv,sg:bb18cd3da4fe44c9a9b728a8db71a7a2,,,Leni D's Za Fest,,,Restaurants and Other Eating Places,Full-Service Restaurants,722511.0,39.659848,-77.744407,17997 Garland Groh Blvd,Hagerstown,MD,21740,US,13017902350.0,,"Pizza,Salad",,2020-01,,2019-07
2607904,506289,zzw-222@63s-whr-7qz,sg:0c15877b6d384b91aa4ad31b07670a98,,,Transitions LLC,,,Offices of Other Health Practitioners,Offices of Mental Health Practitioners (except Physicians),621330.0,39.648132,-77.714444,22 Broadway Ste 1W,Hagerstown,MD,21740,US,13017396630.0,,,,,,2019-07
2608661,507048,22f-222@63s-whq-5fz,sg:39ab7991bbbc407dac499ea8e75739e9,,,Taste of Reggae,,,Restaurants and Other Eating Places,Full-Service Restaurants,722511.0,39.641479,-77.718735,40 E Washington St,Hagerstown,MD,21740,US,12404981392.0,,Caribbean Food,,,,2019-07
2611726,510117,222-222@63s-whd-bkz,sg:0406978556604a5bbfb6b7ea77c07b63,,,Hoffman Automotive,,,Automobile Dealers,Used Car Dealers,441120.0,39.616735,-77.695438,101 S Edgewood Dr,Hagerstown,MD,21740,US,13017335000.0,"{ ""Mon"": [[""8:30"", ""20:00""]], ""Tue"": [[""8:30"", ""20:00""]], ""Wed"": [[""8:30"", ""20:00""]], ""Thu"": [[""8:30"", ""20:00""]], ""Fri"": [[""8:30"", ""20:00""]], ""Sat"": [[""9:00"", ""17:00""]], ""Sun"": [] }",,,,,2019-07
2614332,512726,zzw-222@63s-wqm-jn5,sg:a7b024fe195b460fb761e66a9e244924,,,Burkholder's Bakery,,,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,722515.0,39.626124,-77.812027,16110 Everly Rd,Kemps Mill,MD,21740,US,13012238995.0,,"Bakery,Donut Shop",,2020-01,,2019-07
2618720,517123,223-222@63s-whp-8n5,sg:b9a8128433c643959853cff63e9e1d4b,,,Smile Design Centre,,,Offices of Dentists,Offices of Dentists,621210.0,39.622494,-77.67450799999999,11151 Robinwood Dr,Robinwood,MD,21742,US,13017395551.0,"{ ""Mon"": [[""8:00"", ""17:00""]], ""Tue"": [[""8:00"", ""17:00""]], ""Wed"": [[""8:00"", ""17:00""]], ""Thu"": [[""8:00"", ""17:00""]], ""Fri"": [], ""Sat"": [], ""Sun"": [] }",,,,,2019-07
2624528,522938,22d-222@63s-whr-bc5,sg:2efb7f8b2d204d44b6483c18f0bb9434,,,Quiksigns,,,Other Miscellaneous Manufacturing,Sign Manufacturing,339950.0,39.65139,-77.712314,710 Oak Hill Ave,Hagerstown,MD,21740,US,13017917400.0,"{ ""Mon"": [[""8:00"", ""17:00""]], ""Tue"": [[""8:00"", ""17:00""]], ""Wed"": [[""8:00"", ""17:00""]], ""Thu"": [[""8:00"", ""17:00""]], ""Fri"": [[""8:00"", ""17:00""]], ""Sat"": [], ""Sun"": [] }",,,,,2019-07
2628260,526672,223-222@63s-wh9-zs5,sg:167848b239354b5fb481ee468c7e3a94,,,Hagerstown Foursquare Church,,,Religious Organizations,Religious Organizations,813110.0,39.700546,-77.721723,14113 Pennsylvania Ave,Fountainhead-Orchard Hills,MD,21742,US,,,,,,,2019-07
2628598,527011,227-222@63s-ws5-9cq,sg:2cf225e282f04d3a8e80c8025710902b,,,Elegant Nail Salon,,,Personal Care Services,Nail Salons,812113.0,39.617707,-77.766262,17403 Virginia Ave,Halfway,MD,21740,US,13017667160.0,,,,,,2019-07
2632538,530951,zzw-222@63s-whh-8sq,sg:267f52ea40b247e082e3db498322293a,,,Halfway Motors,,,,,,39.623736,-77.727774,1 W Wilson Blvd,Hagerstown,MD,21740,US,13017902508.0,"{ ""Mon"": [[""9:00"", ""19:00""]], ""Tue"": [[""9:00"", ""19:00""]], ""Wed"": [[""9:00"", ""18:00""]], ""Thu"": [[""9:00"", ""19:00""]], ""Fri"": [[""9:00"", ""19:00""]], ""Sat"": [[""10:00"", ""14:00""]], ""Sun"": [] }",,,,,2019-07
2640200,538623,zzy-222@63s-wh5-rc5,sg:0f2d21eabecf494c87c83608db03cb99,,,Walgreens,SG_BRAND_63ea689e38887d2a25b1f57a6f86748f,Walgreens,Health and Personal Care Stores,Pharmacies and Drug Stores,446110.0,39.657768,-77.720863,901 North Burnhans Boulevard,Hagerstown,MD,21742,US,13017979300.0,,,,,2020-08,2019-07
2641103,539527,zzw-225@63s-whh-btv,sg:481d406d1f1440359afd67c6ac8405d6,,,Re Max Achievers,SG_BRAND_1ba9b5716a0d223ef444be8cdd83f5c1,REMAX,Offices of Real Estate Agents and Brokers,Offices of Real Estate Agents and Brokers,531210.0,39.612095,-77.72180300000001,222 E Oak Ridge Dr Ste 2000,Hagerstown,MD,21740,US,,,,,,,2019-07
2642618,541045,222-222@63s-wgy-vfz,sg:a7040d75f4ce462db8c9f48c7f5ec034,zzw-222@63s-wgy-vj9,sg:7992b2fa79bd4128b2a074e292b3f181,Northwood Club,,,Drinking Places (Alcoholic Beverages),Drinking Places (Alcoholic Beverages),722410.0,39.675417,-77.722052,13116 Pennsylvania Ave,Fountainhead-Orchard Hills,MD,21742,US,13017913555.0,,Late Night,,,,2019-07
2660513,558960,222-222@63s-wgk-v9f,sg:19265e15a72b46fa9d7a0d3d43cac891,,,Mt Aetna Adventist School Maas,,,Elementary and Secondary Schools,Elementary and Secondary Schools,611110.0,39.594546,-77.60131899999999,10207 Crystal Falls Dr,Mount Aetna,MD,21740,US,,,,,,,2019-07
2670090,568546,228-227@63s-whf-bzf,sg:7934e6c1849f4f78b3716203e0897305,,,El Eden Latin Restaurant & HG Coffee,,,Restaurants and Other Eating Places,Full-Service Restaurants,722511.0,39.629746,-77.701515,1201 Dual Hwy,Hagerstown,MD,21740,US,13017390463.0,"{ ""Mon"": [[""9:00"", ""20:00""]], ""Tue"": [[""9:00"", ""20:00""]], ""Wed"": [[""9:00"", ""20:00""]], ""Thu"": [[""9:00"", ""20:00""]], ""Fri"": [[""9:00"", ""20:00""]], ""Sat"": [[""9:00"", ""20:00""]], ""Sun"": [[""9:00"", ""20:00""]] }","Latin American Food,Mexican Food",,,,2019-07
2673302,571759,222-223@63s-wsb-59f,sg:44e5fecbd1a330f5aaca0ea718537bc4,zzw-222@63s-wsb-2x5,sg:ae5822ff1bd34709aa5533f59c6bf57a,Overtime by DICK'S Sporting Goods,,,"Sporting Goods, Hobby, and Musical Instrument Stores",Sporting Goods Stores,451110.0,39.656316,-77.752433,17780 Garland Groh Blvd,Hagerstown,MD,21740,US,,,,,,,2019-07
2674867,573326,225-222@63s-wsb-tvz,sg:a9dc165e39324c7286331cf8855b404b,,,ABF Freight System,SG_BRAND_10c677d74daf4ae96824ac1eb4bab56d,ABF Freight System,Freight Transportation Arrangement,Freight Transportation Arrangement,488510.0,39.633776,-77.73832,1180 Business Center Dr,Hagerstown,MD,21740,US,13017144907.0,,,,,2021-02,2021-02
2681234,579697,22c-222@63s-whq-ghq,sg:482074072eee46f78d107ddeecb06736,,,Antietam Fire Company Engine 2,,,"Justice, Public Order, and Safety Activities",Fire Protection,922160.0,39.641728,-77.72435,113 Summit Ave,Hagerstown,MD,21740,US,13017333334.0,,,,,,2019-07
2681503,579967,222-222@63s-ws3-ch5,sg:58559de45e464072a2b18f867c059325,,,Chili's Grill & Bar,SG_BRAND_072efa4069c7217d82229845c60e6a0d,Chili's Grill & Bar,Restaurants and Other Eating Places,Full-Service Restaurants,722511.0,39.628281,-77.771333,245 Railway Ln,Halfway,MD,21740,US,13017669680.0,"{ ""Mon"": [[""11:00"", ""22:00""]], ""Tue"": [[""11:00"", ""22:00""]], ""Wed"": [[""11:00"", ""22:00""]], ""Thu"": [[""11:00"", ""22:00""]], ""Fri"": [[""11:00"", ""23:00""]], ""Sat"": [[""11:00"", ""23:00""]], ""Sun"": [[""11:00"", ""22:00""]] }","American Food,Casual Dining,Lunch,Dinner",,,,2019-07
2681677,580141,zzw-225@63s-whq-kxq,sg:637a4513fda54173896a122a90667ae8,,,One Touch Tattooz,,,Personal Care Services,Other Personal Care Services,812199.0,39.642295,-77.720535,6 W Washington St Ste 311,Hagerstown,MD,21740,US,13015242334.0,"{ ""Mon"": [[""10:00"", ""20:00""]], ""Tue"": [[""10:00"", ""20:00""]], ""Wed"": [[""10:00"", ""20:00""]], ""Thu"": [[""10:00"", ""20:00""]], ""Fri"": [[""10:00"", ""20:00""]], ""Sat"": [[""11:00"", ""18:00""]], ""Sun"": [] }",,,,,2019-07
2682865,581331,zzw-222@63s-wgz-35z,sg:b13f7b12f97645e881642fc12e433182,,,Finders Keepers Fine Consignments,,,Used Merchandise Stores,Used Merchandise Stores,453310.0,39.683461,-77.707849,19021 Longmeadow Rd,Fountainhead-Orchard Hills,MD,21742,US,13017902300.0,"{ ""Mon"": [], ""Tue"": [[""10:00"", ""17:00""]], ""Wed"": [[""10:00"", ""17:00""]], ""Thu"": [[""10:00"", ""17:00""]], ""Fri"": [[""10:00"", ""17:00""]], ""Sat"": [[""10:00"", ""17:00""]], ""Sun"": [[""12:00"", ""17:00""]] }",,,,,2019-07
2687147,585617,22k-222@63s-whq-hdv,sg:c0eebe806a383c40b0da18ab33c1f920,,,Edward Jones,SG_BRAND_ce49fd2da39027552888496287fa81a5,Edward Jones,Other Financial Investment Activities,Miscellaneous Financial Investment Activities,523999.0,39.641488,-77.720118,4 S Potomac St,Hagerstown,MD,21740,US,13017901541.0,,,,,,
2688613,587085,223-222@63s-w38-47q,sg:22cd4f3b8bbd426f86d05c4e66e730c3,,,Keplinger's Automotive Center,,,"Automotive Parts, Accessories, and Tire Stores",Automotive Parts and Accessories Stores,441310.0,39.5957,-77.731066,10218 Sharpsburg Pike,Hagerstown,MD,21740,US,13017330760.0,"{ ""Mon"": [[""7:00"", ""17:30""]], ""Tue"": [[""7:00"", ""17:30""]], ""Wed"": [[""7:00"", ""17:30""]], ""Thu"": [[""7:00"", ""17:30""]], ""Fri"": [[""7:00"", ""17:30""]], ""Sat"": [], ""Sun"": [] }",,,,,2019-07
2691664,590142,224-222@63s-wsc-9zz,sg:e4f528011c624cd583b7c61ef3f86872,,,Elgin Station Hdst Center,,,Child Day Care Services,Child Day Care Services,624410.0,39.645535,-77.73359599999999,40 Elgin Blvd,Hagerstown,MD,21740,US,13017917333.0,,,,,,2019-07
2692911,591391,222-222@63s-ws9-9mk,sg:32e33bd429644be4a07a4b161f10c9c0,,,Capital Electric,,,Building Material and Supplies Dealers,Hardware Stores,444130.0,39.647367,-77.760355,12101 Insurance Way,Hagerstown,MD,21740,US,13013028575.0,,,,,,2019-07
2694087,592572,zzy-222@63s-wgz-bhq,sg:7dd13a8451264548b6fdb9f96d2d1aeb,,,Patriot Federal Credit Union,,,Depository Credit Intermediation,Credit Unions,522130.0,39.685633,-77.718787,18721 Longmeadow Rd,Fountainhead-Orchard Hills,MD,21742,US,17179773290.0,"{ ""Mon"": [[""8:30"", ""16:30""]], ""Tue"": [[""8:30"", ""16:30""]], ""Wed"": [[""8:30"", ""16:30""]], ""Thu"": [[""8:30"", ""16:30""]], ""Fri"": [[""8:30"", ""19:00""]], ""Sat"": [[""8:30"", ""12:00""]], ""Sun"": [] }",,,,,2019-07
2694532,593017,226-224@63s-whd-9fz,sg:9a53b9bdf2144f4998b720be63137e15,,,Turner Bowling Center,,,Other Amusement and Recreation Industries,Bowling Centers,713950.0,39.626812,-77.698011,1350 Dual Hwy,Hagerstown,MD,21740,US,,"{ ""Mon"": [[""11:00"", ""21:00""]], ""Tue"": [[""9:00"", ""21:00""]], ""Wed"": [[""17:00"", ""21:00""]], ""Thu"": [[""9:00"", ""23:00""]], ""Fri"": [[""11:00"", ""24:00""]], ""Sat"": [[""13:00"", ""24:00""]], ""Sun"": [[""13:00"", ""19:00""]] }",,,,,2019-07
2696639,595127,229-222@63s-wh2-xkf,sg:223703e58a084d03a088894f43990788,,,MyEyeDr.,SG_BRAND_1617da4d9d55dc44df9681ca9dac5c2b,MyEyeDr.,Offices of Other Health Practitioners,Offices of Optometrists,621320.0,39.668552000000005,-77.69897900000001,12916 Conamar Dr Ste 104,Hagerstown,MD,21742,US,,,,,,,
2697581,596070,zzw-222@63s-w38-mrk,sg:5cade01a04464eefb81ca676823e8b6b,zzw-223@63s-w38-mc5,sg:7ffbc1f244234090bd748db4d166570e,Tesla Supercharger,,,Other Personal Services,Parking Lots and Garages,812930.0,39.605849,-77.733352,495 Premium Outlets Blvd,Hagerstown,MD,21740,US,,,,,,,2019-07
2702105,600598,zzy-224@63s-ws8-fpv,sg:7b75f92711214b8cacc13b37f39c9ed4,22d-22j@63s-ws5-45f,sg:8d25d3093e2647e4b11e3ce3a8b85844,Christopher & Banks,SG_BRAND_583b035d438ff6f5,Christopher & Banks,Clothing Stores,Women's Clothing Stores,448120.0,39.624728000000005,-77.77068299999999,17301 Valley Road #462,Halfway,MD,21740,US,,,,,,2020-11,2019-07
2703665,602158,225-222@63s-w38-sbk,sg:e279ef6fc413426abd3bccc95f8539be,,,Jimmy John's,SG_BRAND_a04f493d784143c9b21b2689e32fd0d1,Jimmy John's,Restaurants and Other Eating Places,Limited-Service Restaurants,722513.0,39.601255,-77.73311600000001,18340 Spark Dr Unit 101,Hagerstown,MD,21740,US,12402672201.0,"{ ""Mon"": [[""10:00"", ""21:00""]], ""Tue"": [[""10:00"", ""21:00""]], ""Wed"": [[""10:00"", ""21:00""]], ""Thu"": [[""10:00"", ""21:00""]], ""Fri"": [[""10:00"", ""21:00""]], ""Sat"": [[""10:00"", ""21:00""]], ""Sun"": [[""10:00"", ""21:00""]] }","Counter Service,Sandwich Shop,Lunch,Deli,Catering,Dinner",,,2019-11,2019-07
2706200,604698,22k-222@63s-whf-6rk,sg:82f6595385994ddfa04fcd3e1eb89ac8,zzw-222@63s-whf-6tv,sg:317be753dd26443cb972eccce15f74b6,Meritus Endocrinology Specialists,,,Offices of Physicians,Offices of Physicians (except Mental Health Specialists),621111.0,39.62211,-77.683847,11110 Medical Campus Rd Ste 108,Robinwood,MD,21742,US,13017144041.0,"{ ""Mon"": [[""8:00"", ""17:00""]], ""Tue"": [[""8:00"", ""17:00""]], ""Wed"": [[""8:00"", ""17:00""]], ""Thu"": [[""8:00"", ""17:00""]], ""Fri"": [[""8:00"", ""17:00""]], ""Sat"": [], ""Sun"": [] }",,,,,2019-07
2706729,605227,222-222@63s-whd-cqz,sg:a5b79fe343ca4065ba60f415054c55f8,,,Hoffman Dodge,,,Automobile Dealers,Used Car Dealers,441120.0,39.615744,-77.697165,201 S Edgewood Dr,Hagerstown,MD,21740,US,13017335900.0,,,,,,2019-07
2708109,606609,223-229@63s-whd-975,sg:fedbcde76beb4cec98654903c27ff6a9,,,Navy Recruiting Station,,,Rail Transportation,Line-Haul Railroads,482111.0,39.624526,-77.698646,1423 Dual Hwy,Hagerstown,MD,21740,US,13017399138.0,,,,,,2019-07
