,Unnamed: 0,placekey,safegraph_place_id,parent_placekey,parent_safegraph_place_id,location_name,safegraph_brand_ids,brands,top_category,sub_category,naics_code,latitude,longitude,street_address,city,region,postal_code,iso_country_code,phone_number,open_hours,category_tags,opened_on,closed_on,tracking_opened_since,tracking_closed_since
3213112,28080,222-222@5r8-g2x-hyv,sg:13d05200d16641d584b02a20cef8be69,,,Ace Hardware,SG_BRAND_0042ddcf1dfda78309cac2609a8e56e0,Ace Hardware,Building Material and Supplies Dealers,Hardware Stores,444130.0,36.36918,-96.004479,310 W Rogers Blvd,Skiatook,OK,74070,US,19183961412.0,,,,,2020-01,2019-07
3222236,37212,224-222@5r8-g32-rx5,sg:5e933fdac3fc4fad82581ab19f4adeda,,,American Bank of Oklahoma,,,Depository Credit Intermediation,Commercial Banking,522110.0,36.368113,-96.021489,1525 W Rogers Blvd,Skiatook,OK,74070,US,19183967300.0,,,,,,2019-07
3236832,51829,222-222@5r8-dy2-zzz,sg:127c7e962a1149a79cea28ac1f27060a,,,Shelter Insurance,,,"Agencies, Brokerages, and Other Insurance Related Activities",Insurance Agencies and Brokerages,524210.0,36.746558,-95.972314,608 SE Delaware Ave,Bartlesville,OK,74003,US,19183370040.0,,,,,,2019-07
3249530,64538,zzw-223@5r8-dy4-ckf,sg:460e0edf989c49c4ae71912c949fa3e8,,,United Super Markets Oklahoma,SG_BRAND_31d6211f468120df,United Super Markets Oklahoma,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110.0,36.749944,-95.999939,1849 W 4th St,Bartlesville,OK,74003,US,,,,,,,
3252980,67990,zzy-222@5r8-jnk-nkf,sg:1ca39acf8b3042bf85f700ff7121fa92,,,Stokes Cemetery,,,Death Care Services,Cemeteries and Crematories,812220.0,36.812968,-95.995497,Stokes Cemetery,Bartlesville,OK,74003,US,,,,,,,2019-07
3256327,71338,zzw-224@5r8-dxs-yqf,sg:ee9a22fc948d495e83ccbd55dbb03dbe,,,Shoesmith Financial Services Inc,,,Other Financial Investment Activities,Investment Advice,523930.0,36.749509,-95.97661,401 S Dewey Ave Ste 318,Bartlesville,OK,74003,US,19183364400.0,,,,,,2019-07
3262151,77169,zzy-222@5r8-g2z-tqf,sg:5c1ce1dabc7d46aea617b17d0df736ea,,,Sinclair Oil,SG_BRAND_a57232142367eb326bf60ca1d7660233,Sinclair Oil,Gasoline Stations,Gasoline Stations with Convenience Stores,447110.0,36.369051,-96.031805,4000 W C Rogers Blvd,Skiatook,OK,74070,US,,,,,,2020-12,2019-07
3271027,86052,zzw-222@5r8-dy2-z75,sg:87ec14eec3604f5286f7a9966067fd13,,,Baptist General Convention Of The State Of Oklahoma,,,Religious Organizations,Religious Organizations,813110.0,36.748873,-95.974087,405 S Cherokee Ave,Bartlesville,OK,74003,US,,,,,,,2019-07
3271466,86491,222-222@5r8-dks-m6k,sg:a2fb75c50ccb44eca8022ce2d7f91587,,,Pawhuska Smoke Shop,,,Other Miscellaneous Store Retailers,Tobacco Stores,453991.0,36.665954,-96.356804,1240 W Main St,Pawhuska,OK,74056,US,19182879994.0,,,,,,2019-07
3273922,88949,227-222@5r8-dy2-mp9,sg:3d82e2433c5f4fbaa3770953e2434cb8,,,Barb's & Super Six,,,Personal Care Services,Barber Shops,812111.0,36.746471,-95.964338,1124 SE Adams Blvd,Bartlesville,OK,74003,US,19183338060.0,,,,,,2019-07
3286135,101175,zzw-222@5r8-drt-m49,sg:44c9be74590243388bbd718522128f64,,,Garretts Country Store & Grill,,,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,722515.0,36.557294,-96.160824,412 Spruce Ave,Barnsdall,OK,74002,US,19188472272.0,"{ ""Mon"": [[""7:00"", ""20:00""]], ""Tue"": [[""7:00"", ""20:00""]], ""Wed"": [[""7:00"", ""20:00""]], ""Thu"": [[""7:00"", ""20:00""]], ""Fri"": [[""7:00"", ""20:00""]], ""Sat"": [[""7:00"", ""14:00""]], ""Sun"": [] }","Burgers,Ice Cream Shop",,,,2019-07
3301673,116737,zzw-223@5r8-dxs-y9z,sg:15880004aae9400f82203b80b10b09dc,,,The Rolling Pin Bakery And Deli,,,Bakeries and Tortilla Manufacturing,Retail Bakeries,311811.0,36.749401,-95.977451,408 S Johnstone Ave,Bartlesville,OK,74003,US,,"{ ""Mon"": [[""7:30"", ""14:00""]], ""Tue"": [[""7:30"", ""14:00""]], ""Wed"": [[""7:30"", ""14:00""]], ""Thu"": [[""7:30"", ""14:00""]], ""Fri"": [[""7:30"", ""14:00""]], ""Sat"": [], ""Sun"": [] }","Deli,Bakery",,,,2019-07
3303183,118247,zzy-222@5r8-dxx-3nq,sg:750754180f8b4243a98aced9ce833aa4,,,Labadie Heights Baptist Church SW of City,,,Religious Organizations,Religious Organizations,813110.0,36.733272,-96.006472,SW Of City,Bartlesville,OK,74003,US,19183370660.0,,,,,,2019-07
3305884,120949,229-222@5r8-dy3-35z,sg:21adb94b5cd74e3f854062454fd07112,,,Daylight Donuts,SG_BRAND_a7d172ff64836747b19e982dd56dcf77,Daylight Donuts,Specialty Food Stores,Baked Goods Stores,445291.0,36.750888,-95.966636,812 SE Frank Phillips Blvd,Bartlesville,OK,74003,US,19183379170.0,"{ ""Mon"": [[""5:00"", ""11:00""]], ""Tue"": [[""5:00"", ""11:00""]], ""Wed"": [[""5:00"", ""11:00""]], ""Thu"": [[""5:00"", ""11:00""]], ""Fri"": [[""5:00"", ""11:00""]], ""Sat"": [[""5:00"", ""11:00""]], ""Sun"": [] }",,,,,2019-07
3316488,131559,225-222@5r8-dy2-q4v,sg:bb7ef4c54c034361bd4c4bfc3c2f687f,,,La Tienda El Rincon,,,Restaurants and Other Eating Places,Full-Service Restaurants,722511.0,36.749934,-95.963069,223 S Comanche Ave,Bartlesville,OK,74003,US,19183362481.0,"{ ""Mon"": [[""10:30"", ""21:00""]], ""Tue"": [[""10:30"", ""21:00""]], ""Wed"": [[""10:30"", ""21:00""]], ""Thu"": [[""10:30"", ""21:00""]], ""Fri"": [[""10:30"", ""21:00""]], ""Sat"": [[""10:30"", ""21:00""]], ""Sun"": [[""10:30"", ""21:00""]] }",Mexican Food,,,,2019-07
3320441,135515,zzy-222@5r8-dy2-xwk,sg:b23b6636f9f641909158ce5a16c5cebb,,,Whistler Douglas D Dntst,,,Offices of Dentists,Offices of Dentists,621210.0,36.749643,-95.969975,3rd & Wyandotte,Bartlesville,OK,74003,US,,,,,,,2019-07
3320627,135702,zzw-222@5r8-dxv-rkz,sg:bf1e0a8b50034bd48fb56d58e563a98a,,,Bartlesville Hs,,,Elementary and Secondary Schools,Elementary and Secondary Schools,611110.0,36.732433,-95.973364,1700 Hillcrest Dr,Bartlesville,OK,74003,US,19183363311.0,,,,,,2019-07
3329100,144188,zzy-222@5r8-hsm-h3q,sg:caba6c034bbf4d14b20f93becef4b223,,,Hominy Ranchers Rural Fire Department Incorporated,,,"Justice, Public Order, and Safety Activities",Fire Protection,922160.0,36.417015,-96.395795,State Highway 20,Hominy,OK,74035,US,,,,,,,2019-07
3329342,144431,22h-222@5r8-g2x-26k,sg:dad01899e7ef4e9ba3a7f5efaca3ab40,,,OK Compounding,,,Health and Personal Care Stores,Pharmacies and Drug Stores,446110.0,36.368848,-95.999099,102 N Broadway St,Skiatook,OK,74070,US,19183960100.0,"{ ""Mon"": [[""8:30"", ""17:30""]], ""Tue"": [[""8:30"", ""17:30""]], ""Wed"": [[""8:30"", ""17:30""]], ""Thu"": [[""8:30"", ""17:30""]], ""Fri"": [[""8:30"", ""17:30""]], ""Sat"": [[""9:00"", ""13:00""]], ""Sun"": [] }",,,2020-01,,2019-07
3331114,146206,zzy-222@5r8-g32-sdv,sg:482d11ae7b144942935a508d869a7ea2,,,Skiatook Hs,,,Elementary and Secondary Schools,Elementary and Secondary Schools,611110.0,36.365647,-96.016629,1000 West Fourth Street,Skiatook,OK,74070,US,19183961790.0,,,,,,2019-07
3339317,154412,223-223@5r8-dxs-yd9,sg:478adc2e816140cf96460c89a0a28681,,,Prayer Telephone,,,Religious Organizations,Religious Organizations,813110.0,36.748063,-95.976981,505 S Dewey Ave,Bartlesville,OK,74003,US,19183368800.0,,,,,,2019-07
3353487,168601,224-222@5r8-dwd-9xq,sg:bf16d5e7da1f436b9957fe69309a3377,,,Calvary Community Church,,,Religious Organizations,Religious Organizations,813110.0,36.912476,-96.130134,42 County Road 3554,Pawhuska,OK,74056,US,,,,,,,2019-07
3376522,191662,222-222@5r8-g32-rrk,sg:639922b9f556427b944d16efafc776bf,,,Healing Touch Massage Therapy,,,Personal Care Services,Other Personal Care Services,812199.0,36.367459,-96.019497,203 S Hominy Ave,Skiatook,OK,74070,US,19188155489.0,"{ ""Mon"": [[""10:00"", ""19:00""]], ""Tue"": [[""10:00"", ""19:00""]], ""Wed"": [[""10:00"", ""19:00""]], ""Thu"": [[""10:00"", ""19:00""]], ""Fri"": [[""10:00"", ""19:00""]], ""Sat"": [[""11:00"", ""18:00""]], ""Sun"": [] }",,,,,2019-07
3392651,207808,226-222@5r8-dnf-5xq,sg:6ff86182a9e748ff913c1b0d81aae2bc,,,Pierce Arrow,,,"Jewelry, Luggage, and Leather Goods Stores",Jewelry Stores,448310.0,36.664225,-96.340396,517 Kihekah Ave,Pawhuska,OK,74056,US,19182876922.0,,,,2020-07,,2019-07
3397696,212857,zzy-222@5r8-ht8-rff,sg:ab72ec9d94c340589fb3ed0837ff3943,,,W & W Truck Sales,,,Support Activities for Road Transportation,Motor Vehicle Towing,488410.0,36.54377,-96.326575,406 Antwine Ave,Wynona,OK,74084,US,19188462552.0,,,,,,2019-07
3404934,220100,zzw-222@5r8-dxz-b6k,sg:702dbb17240745ba836301d43cc439bd,,,Woody's Used Cars,,,Automobile Dealers,Used Car Dealers,441120.0,36.756084,-95.979434,209 NW Jennings Ave,Bartlesville,OK,74003,US,19183361144.0,,,,,,2019-07
3414375,229550,zzy-222@5r8-mkf-rp9,sg:c4d60e52845e4673b3b158466ba3fdf9,,,Tallgrass Prairie Preserve,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190.0,36.846125,-96.42334,15316 Co Rd 4201,Pawhuska,OK,74056,US,,,,,,,2019-07
3418864,234042,zzw-227@5r8-dxs-yqf,sg:e279a66f6ef84eb6a9e1445f1c95ba44,,,Subway,SG_BRAND_de80593878cb1673c62a7f338dc7e4e1,Subway,Restaurants and Other Eating Places,Limited-Service Restaurants,722513.0,36.749635,-95.976725,401 S Dewey Ave,Bartlesville,OK,74003,US,19183360325.0,,"Counter Service,Sandwich Shop,Lunch,Breakfast,Dinner",,,,2019-07
3424847,240031,222-222@5r8-g2z-tqf,sg:59aeb79d474f4cd8a4b9565370159419,zzy-222@5r8-g2z-tqf,sg:5c1ce1dabc7d46aea617b17d0df736ea,Mr Bass,,,"Sporting Goods, Hobby, and Musical Instrument Stores",Sporting Goods Stores,451110.0,36.369166,-96.03168,4000 W Rogers Blvd,Skiatook,OK,74070,US,,,,,,,2019-07
3435107,250307,zzw-224@5r8-dnf-66k,sg:e8cd1d2c4349405a8898daba487c2908,,,P Town Pizza,,,Restaurants and Other Eating Places,Full-Service Restaurants,722511.0,36.6641,-96.340469,515 Kihekah Ave,Pawhuska,OK,74056,US,19182872314.0,"{ ""Mon"": [[""11:00"", ""21:00""]], ""Tue"": [[""11:00"", ""21:00""]], ""Wed"": [[""11:00"", ""21:00""]], ""Thu"": [[""11:00"", ""21:00""]], ""Fri"": [[""11:00"", ""23:00""]], ""Sat"": [[""11:00"", ""23:00""]], ""Sun"": [] }",Pizza,,,,2019-07
3447673,262890,226-222@5r8-dks-8gk,sg:03f37a6ff8c24e0d888975d2a958f78e,,,Pawhuska Police Department Pawhuska Oklahoma,,,"Justice, Public Order, and Safety Activities",Police Protection,922120.0,36.663332,-96.341483,128 W Main St,Pawhuska,OK,74056,US,19182874545.0,,,,,,2019-07
3461134,276363,zzw-222@5r8-dy3-2tv,sg:4e05c71dd3154bd4a4b07b48eb35b11f,,,Western Union,SG_BRAND_9ee39f394d21a7f4848ab78a78da00c3,Western Union,Activities Related to Credit Intermediation,Other Activities Related to Credit Intermediation,522390.0,36.750095,-95.966979,811 SE Frank Phillips Blvd,Bartlesville,OK,74003,US,,,,,,2021-02,2021-02
3463580,278812,223-222@5r8-df5-nh5,sg:ea658511ca104393a16b98c910869d2c,,,Osage Casino Bartlesville,,,Gambling Industries,Casinos (except Casino Hotels),713210.0,36.700593,-96.059271,222 Allen Rd,Bartlesville,OK,74003,US,19183357519.0,,,,,,2019-07
3498621,313890,225-222@5r8-hsm-pd9,sg:9875c45c170646f9bc4aede0bf554e9b,,,John's Automotive Repair,,,Automotive Repair and Maintenance,General Automotive Repair,811111.0,36.412432,-96.38933,322 S Eastern Ave,Hominy,OK,74035,US,,,,,,,2019-07
3502338,317609,222-222@5r8-dxz-q75,sg:84622fe9e54242699a440f6dc6dc2d02,222-223@5r8-dxz-q75,sg:2982d59b1feb45dbadd834df6aba3f69,Circle K,SG_BRAND_4cbffa4318cebdb09227afca3fe16846,Circle K,Grocery Stores,Convenience Stores,445120.0,36.751552,-95.987784,925 SW Frank Phillips Blvd,Bartlesville,OK,74003,US,,"{ ""Mon"": [[""0:00"", ""24:00""]], ""Tue"": [[""0:00"", ""24:00""]], ""Wed"": [[""0:00"", ""24:00""]], ""Thu"": [[""0:00"", ""24:00""]], ""Fri"": [[""0:00"", ""24:00""]], ""Sat"": [[""0:00"", ""24:00""]], ""Sun"": [[""0:00"", ""24:00""]] }",,,,,2019-07
3512830,328105,zzy-223@5r8-dcp-zmk,sg:1cdddd9a78e1497c85a4a68f00a0a4f7,,,Lookout Cemetery,,,Death Care Services,Cemeteries and Crematories,812220.0,36.674042,-96.280944,County Road 2801,Pawhuska,OK,74056,US,,,,,,,2019-07
3517035,332313,zzy-222@5r8-g2x-gff,sg:2d3d70ee93b74d879c259081546db4aa,,,Ron's Hamburgers & Chili,SG_BRAND_53bd150cb82c07a5,Ron's Hamburgers & Chili,Restaurants and Other Eating Places,Full-Service Restaurants,722511.0,36.368948,-96.014693,804 West Rodgers,Skiatook,OK,74070,US,19183969770.0,"{ ""Mon"": [[""11:00"", ""20:00""]], ""Tue"": [[""11:00"", ""20:00""]], ""Wed"": [[""11:00"", ""20:00""]], ""Thu"": [[""11:00"", ""20:00""]], ""Fri"": [[""11:00"", ""20:00""]], ""Sat"": [[""11:00"", ""20:00""]], ""Sun"": [[""11:00"", ""14:30""]] }","Sandwich Shop,Lunch,Casual Dining,Dinner,Burgers",,,2019-08,2019-07
3518570,333851,zzw-222@5r8-dxs-vxq,sg:904f213d666e477cb327ccf32b2913f5,,,St John Before the Latin Gate Catholic Church,,,Religious Organizations,Religious Organizations,813110.0,36.745924,-95.978926,715 S Johnstone Ave,Bartlesville,OK,74003,US,19183364353.0,"{ ""Mon"": [[""8:00"", ""16:00""]], ""Tue"": [[""8:00"", ""16:00""]], ""Wed"": [[""8:00"", ""16:00""]], ""Thu"": [[""8:00"", ""16:00""]], ""Fri"": [[""8:00"", ""16:00""]], ""Sat"": [], ""Sun"": [] }",,,,,2019-07
3529029,344319,22b-222@5r8-dy3-3yv,sg:2f93b3e3d153424981f829e9c5eb1dc6,,,Pies & Such,,,Restaurants and Other Eating Places,Limited-Service Restaurants,722513.0,36.751949,-95.974813,216 E 2nd St,Bartlesville,OK,74003,US,19183373620.0,,"Sandwich Shop,BBQ and Southern Food",,,,2019-07
3540085,355389,zzw-222@5r8-dnf-89z,sg:f127376527dc4fe2bf44a6df7ed9bdcf,,,Pawhuska Fire Department,,,"Justice, Public Order, and Safety Activities",Fire Protection,922160.0,36.667015,-96.33124,900 Lynn Ave,Pawhuska,OK,74056,US,19182871234.0,,,,,,2019-07
3566811,382143,zzw-222@5r8-dnf-8y9,sg:947dadded6ef4d28b839ab2ac5949d02,,,St Thomas Episcopal Church,,,Religious Organizations,Religious Organizations,813110.0,36.667231,-96.337399,817 Leahy Ave,Pawhuska,OK,74056,US,19182873513.0,,,,,,2019-07
3569717,385052,227-222@5r8-g2x-3wk,sg:4b067937f4fd41c587c976ad48f586f5,,,Luigi's,,,Restaurants and Other Eating Places,Limited-Service Restaurants,722513.0,36.368291,-96.001059,104 E Rogers Blvd,Skiatook,OK,74070,US,19183967800.0,,Italian Food,,,,2019-07
3583222,398573,227-222@5r8-dxs-w6k,sg:a4b7c3b25b384353ac7af2a81cd9bc77,,,The Mane Tamer,,,Personal Care Services,Beauty Salons,812112.0,36.74807,-95.979176,532 S Keeler Ave,Bartlesville,OK,74003,US,19183367963.0,"{ ""Mon"": [], ""Tue"": [[""11:00"", ""21:00""]], ""Wed"": [[""11:00"", ""18:00""]], ""Thu"": [[""11:00"", ""21:00""]], ""Fri"": [[""11:00"", ""18:00""]], ""Sat"": [[""11:00"", ""17:00""]], ""Sun"": [] }",,,,,2019-07
3586301,401655,zzy-222@5r8-g32-st9,sg:62bd042c37e5480384dc62ed14641953,,,Mirror finish auto detailing,,,"Automotive Parts, Accessories, and Tire Stores",Automotive Parts and Accessories Stores,441310.0,36.368077,-96.017979,1231 W Rogers Blvd,Skiatook,OK,74070,US,,,,,,,2019-07
3596753,412114,22f-222@5r8-dxs-yn5,sg:fcfd3c5c072645e6b4fce7ffb999d0ee,,,Floors To Go,SG_BRAND_17b1cf0ea1fe75f3dd28149bb9d6af49,Floors To Go,Home Furnishings Stores,Floor Covering Stores,442210.0,36.75075,-95.977048,308 S Johnstone Ave,Bartlesville,OK,74003,US,19183367270.0,,,,,,
3614053,429431,222-222@5r8-g3t-z4v,sg:4553d7d5807e4553b60c8258439cff6f,,,Lakeway Mini Storage,,,Warehousing and Storage,General Warehousing and Storage,493110.0,36.365393,-96.048324,14445 N 52nd West Ave,Skiatook,OK,74070,US,19183969730.0,,,,,,2019-07
3618062,433446,227-223@5r8-dxs-y9z,sg:4856a275bd224b0a8ec5bbb76176acb1,,,Raymond James Financial,SG_BRAND_1d33d996f84ed96d957d92254c1ff53b,Raymond James Financial,Other Financial Investment Activities,Investment Advice,523930.0,36.750142,-95.977244,330 S Johnstone Ave,Bartlesville,OK,74003,US,,,,,,,
3623753,439145,227-222@5r8-dy2-z9f,sg:b27d72aa6f524d4a8ff46f0c56e9f9c0,,,Stephen T Beard DDS,,,Offices of Dentists,Offices of Dentists,621210.0,36.747585,-95.972859,509 SE Delaware Ave,Bartlesville,OK,74003,US,19183363441.0,"{ ""Mon"": [[""8:00"", ""17:00""]], ""Tue"": [[""8:00"", ""17:00""]], ""Wed"": [[""8:00"", ""17:00""]], ""Thu"": [[""8:00"", ""17:00""]], ""Fri"": [], ""Sat"": [], ""Sun"": [] }",,,,,2019-07
3651987,467415,225-222@5r8-g2x-dqf,sg:bbf7a108e7de406da7c5b749e76a61bb,,,Bulldog 100 Wood Fired Pizza,,,Restaurants and Other Eating Places,Full-Service Restaurants,722511.0,36.368295,-96.009093,601 W Rogers Blvd,Skiatook,OK,74070,US,19183969663.0,"{ ""Mon"": [], ""Tue"": [[""11:00"", ""20:00""]], ""Wed"": [[""11:00"", ""20:00""]], ""Thu"": [[""11:00"", ""20:00""]], ""Fri"": [[""11:00"", ""21:00""]], ""Sat"": [[""16:00"", ""21:00""]], ""Sun"": [] }",Pizza,,,,2019-07
3661285,476723,222-222@5r8-g2x-g6k,sg:10a16e102e1545b79eae3d50b0465250,,,Tractor Supply Co.,SG_BRAND_974825b578ac6df2330cf472fc2d9e57,Tractor Supply Co.,Building Material and Supplies Dealers,Hardware Stores,444130.0,36.367343,-96.013994,810 W Rogers Blvd,Skiatook,OK,74070,US,19183965110.0,,,,,2020-06,2020-06
3671560,487012,224-222@5r8-dxs-8d9,sg:95cdbcb6cf4041efa64eedc1ca44b6c1,,,Westsidebaptist Church,,,Religious Organizations,Religious Organizations,813110.0,36.744247,-95.989242,1000 S Virginia Ave,Bartlesville,OK,74003,US,19183361534.0,,,,,,2019-07
3680673,496133,224-222@5r8-dxs-xyv,sg:d4ee5441dec24408b884759d8a734ade,,,On the Rock Ministries,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190.0,36.752638,-95.980363,122 S Park Ave,Bartlesville,OK,74003,US,19183362636.0,,,,,,2019-07
3689020,504487,229-222@5r8-dy3-3yv,sg:f4338642898445a7859b981fdffed008,,,Frank & Lola's,,,Restaurants and Other Eating Places,Full-Service Restaurants,722511.0,36.752105,-95.975519,200 E 2nd St Apt 1,Bartlesville,OK,74003,US,19183365652.0,,"Bar or Pub,Late Night",,,,2019-07
3689031,504498,22d-222@5r8-hsm-rzf,sg:f4e6555c640c3befa4495268accfefa8,,,ConocoPhillips,SG_BRAND_a0ccd5fb65a3df0d5a340321693f0a16,ConocoPhillips,Gasoline Stations,Gasoline Stations with Convenience Stores,447110.0,36.415239,-96.389173,502 E Main St,Hominy,OK,74035,US,19188856420.0,,,,,2020-12,2019-07
3692002,507473,223-222@5r8-dxs-w49,sg:aeec7228950e489182f83a047bb77d12,,,Advanced Hearing Care,,,Other Ambulatory Health Care Services,All Other Miscellaneous Ambulatory Health Care Services,621999.0,36.746334,-95.977346,121 SE Adams Blvd,Bartlesville,OK,74003,US,19183339992.0,"{ ""Mon"": [[""9:00"", ""16:00""]], ""Tue"": [[""9:00"", ""16:00""]], ""Wed"": [[""9:00"", ""16:00""]], ""Thu"": [[""9:00"", ""16:00""]], ""Fri"": [[""9:00"", ""16:00""]], ""Sat"": [], ""Sun"": [] }",,,,,2019-07
3713678,529173,zzw-222@5r8-hsm-hnq,sg:15884d11f5434cbcbbc47000acd2ffc1,,,Dollar General,SG_BRAND_a4efb9d8ddf0f71207d49f713c5bc1e9,Dollar General,"General Merchandise Stores, including Warehouse Clubs and Supercenters",All Other General Merchandise Stores,452319.0,36.415843,-96.393728,103 E Main St,Hominy,OK,74035,US,,,,,,2020-05,2020-05
3727362,542872,zzy-222@5r8-drq-xnq,sg:78c1ce54c6284215b5b156b5d682ad25,,,Reece Cemetery,,,Death Care Services,Cemeteries and Crematories,812220.0,36.559645,-96.149388,Reece Cemetery,Barnsdall,OK,74002,US,,,,,,,2019-07
3733081,548598,zzw-222@5r8-dy2-z2k,sg:e65e1120069e478981e22dfc416db051,,,Weight Watchers,SG_BRAND_b0980641a37b38460ec96d65bd20fd9d,Weight Watchers,Personal Care Services,Diet and Weight Reducing Centers,812191.0,36.747252,-95.975878,300 SE Adams Blvd,Bartlesville,OK,74003,US,,,,,,2019-10,2019-10
3745257,560785,zzw-224@5r8-g2y-qzz,sg:f0bc64684b8436ca91e61628a0b80ff0,,,Scotchman,SG_BRAND_99757153db380470,Scotchman,Gasoline Stations,Gasoline Stations with Convenience Stores,447110.0,36.359145,-95.991876,14150 N Cincinnati Ave,Skiatook,OK,74070,US,,,,,,2021-03,2021-03
3756727,572263,zzw-222@5r8-dy3-3qz,sg:ce04e37031c94d018a293f5d5e1b6890,,,Billies Health Food Center,,,Health and Personal Care Stores,Food (Health) Supplement Stores,446191.0,36.7499,-95.975229,313 S Osage Ave,Bartlesville,OK,74003,US,19183368609.0,"{ ""Mon"": [[""9:00"", ""17:30""]], ""Tue"": [[""9:00"", ""17:30""]], ""Wed"": [[""9:00"", ""17:30""]], ""Thu"": [[""9:00"", ""17:30""]], ""Fri"": [[""9:00"", ""17:30""]], ""Sat"": [[""10:00"", ""16:00""]], ""Sun"": [] }",,,,,2019-07
3764925,580473,zzw-222@5r8-g2x-3nq,sg:e1d5ca4c569744fa8d8bd3d3568bd68c,,,Farmers Insurance Group,SG_BRAND_ee53498a2846250eb753e44e4042a679,Farmers Insurance Group,"Agencies, Brokerages, and Other Insurance Related Activities",Insurance Agencies and Brokerages,524210.0,36.368187,-96.003655,227 W Rogers Blvd,Skiatook,OK,74070,US,19183962827.0,,,,,2021-03,2021-03
3777291,592846,228-222@5r8-g2x-2ff,sg:fa2739ee68f04d9bb6e9fe42c92fd125,,,Kendall Drug,,,Health and Personal Care Stores,Pharmacies and Drug Stores,446110.0,36.368207,-95.999093,222 E Rogers Blvd,Skiatook,OK,74070,US,19183962411.0,"{ ""Mon"": [[""7:00"", ""18:00""]], ""Tue"": [[""7:00"", ""18:00""]], ""Wed"": [[""7:00"", ""18:00""]], ""Thu"": [[""7:00"", ""18:00""]], ""Fri"": [[""7:00"", ""18:00""]], ""Sat"": [[""9:00"", ""13:00""]], ""Sun"": [] }",,,,,2019-07
3777727,593283,226-222@5r8-dy3-3kf,sg:143c864b51db49a481cee8d29ae96553,,,EyeCare of Bartlesville,,,Health and Personal Care Stores,Optical Goods Stores,446130.0,36.750074,-95.9724,311 SE Delaware Ave,Bartlesville,OK,74003,US,,"{ ""Mon"": [[""9:00"", ""19:00""]], ""Tue"": [[""8:00"", ""17:00""]], ""Wed"": [[""8:00"", ""17:00""]], ""Thu"": [[""8:00"", ""17:00""]], ""Fri"": [[""8:00"", ""17:00""]], ""Sat"": [], ""Sun"": [] }",,,,,2019-07
3788118,603682,zzw-222@5r8-dnf-xwk,sg:a5ea62b1cf7e4b8a846d59150eb425b2,,,Osage Nation Fitness Center,,,Other Amusement and Recreation Industries,Fitness and Recreational Sports Centers,713940.0,36.670181,-96.330861,1222 Lynn Ave,Pawhuska,OK,74056,US,19182871097.0,,,,,,2019-07
3788646,604210,222-223@5r8-g2x-jy9,sg:c7d4d1edb3464a45a25ebb4163da3180,,,Walmart Supercenter,SG_BRAND_04a8ca7bf49e7ecb4a32451676e929f0,Walmart,"General Merchandise Stores, including Warehouse Clubs and Supercenters",All Other General Merchandise Stores,452319.0,36.371058000000005,-96.01076,700 W Rogers Blvd,Skiatook,OK,74070,US,19183961244.0,,,,,2020-01,2019-07
3798241,613812,zzw-223@5r8-hsk-snq,sg:2902c33c70c74d4c991603b5d61be5ab,,,brothers hominy diner BHD,,,Restaurants and Other Eating Places,Full-Service Restaurants,722511.0,36.415844,-96.39464,111 W Main St,Hominy,OK,74035,US,19188852767.0,,"Burgers,Diner",,2020-07,,2019-07
3808227,623810,22k-222@5r8-dnf-5xq,sg:b08d081be2f749a2836ea42c42b81c8f,,,Mariposa,,,Clothing Stores,Women's Clothing Stores,448120.0,36.665017,-96.339782,611 Kihekah Ave,Pawhuska,OK,74056,US,18173711128.0,"{ ""Mon"": [[""11:00"", ""17:00""]], ""Tue"": [[""11:00"", ""17:00""]], ""Wed"": [[""11:00"", ""17:00""]], ""Thu"": [[""11:00"", ""17:00""]], ""Fri"": [[""11:00"", ""17:00""]], ""Sat"": [[""11:00"", ""17:00""]], ""Sun"": [] }",,,,,2019-07
3812966,628558,zzw-224@5r8-drv-8vz,sg:df4e94ca3a234e5fa273f8553196f69e,,,H & R Insurance,,,"Agencies, Brokerages, and Other Insurance Related Activities",Insurance Agencies and Brokerages,524210.0,36.561935,-96.162219,510 W Main St,Barnsdall,OK,74002,US,,,,,,,2019-07
3824113,639718,222-222@5r8-dxs-xqz,sg:a2dab21c07404df9929fd8fb49205846,,,Hilton Garden Inn,SG_BRAND_637c43cc5ec7f019f6680f204b7ef1b8,Hilton Garden Inn,Traveler Accommodation,Hotels (except Casino Hotels) and Motels,721110.0,36.750807,-95.979512,205 SW Frank Phillips Blvd,Bartlesville,OK,74003,US,19183360808.0,"{ ""Mon"": [[""0:00"", ""24:00""]], ""Tue"": [[""0:00"", ""24:00""]], ""Wed"": [[""0:00"", ""24:00""]], ""Thu"": [[""0:00"", ""24:00""]], ""Fri"": [[""0:00"", ""24:00""]], ""Sat"": [[""0:00"", ""24:00""]], ""Sun"": [[""0:00"", ""24:00""]] }",,,,,2019-07
